term		index		tf-idf
一下		8		0.00615012985553
一个		16		0.0
一个样		26		0.00670805907652
一些		33		0.00636749330496
一刀		55		0.0136513979444
一千块		73		0.0112287535815
一天到晚		116		0.00729104598469
一定		126		0.00320241493484
一年		146		0.00767224451429
一枪		206		0.0106380756076
一样		209		0.000173878435758
一模一样		216		0.00480688518375
一步		222		0.00551794279583
一流		230		0.0165538283875
一点		234		0.00056899782692
一男一女		246		0.0108661437556
一种		265		0.00967203708976
一线		282		0.00760515290316
一般		296		0.00518965942172
一起		312		0.000455531725243
一身		316		0.00541638856501
一边		324		0.00414298758653
一遍		328		0.00247424241239
一集		338		0.00105187617788
一面		339		0.0122979644558
万元		383		0.0116576299771
万岁		388		0.00569759553927
三个		405		0.00742272723718
三哥		429		0.00752260732257
三枪		450		0.0349728899313
三点		456		0.0112287535815
上班		512		0.00548360192804
上级		516		0.0144373231522
上面		534		0.0032020982939
下来		556		0.0121592233337
不了		597		0.00295639706281
不仅		602		0.0109672038561
不会		605		0.00177769472323
不住		608		0.0103904070919
不值钱		615		0.0087789336483
不到		634		0.00284280912129
不发		644		0.0102749748995
不可		648		0.00917467949265
不吃		656		0.00665137422122
不同		662		0.00978383124442
不够		679		0.00431079542506
不太好		685		0.00581236501645
不太懂		686		0.0116576299771
不少		705		0.00318920890458
不得		722		0.00493833321439
不得了		724		0.00593302262603
不怎么		732		0.00262100357594
不怕		734		0.00658871495621
不想		739		0.00208307269464
不愧		741		0.00507756365028
不成		746		0.00566055055845
不是		769		3.64698923262e-05
不止		780		0.00499304050954
不算		833		0.0122013003391
不能		851		0.000343555169758
不至于		858		0.0103904070919
不行		863		0.0013674639322
不要		865		0.000645283614986
不说		885		0.00931653793832
不过		899		0.000699483942026
不错		914		0.00048254553933
丑化		938		0.00736572869111
世界		974		0.00177393161207
东北		987		0.00465826896916
东西		1002		0.000792148936697
两个		1018		0.00262768644823
两种		1056		0.0148857208854
个人		1080		0.00489524310769
中华		1100		0.0122083500257
中国		1107		0.0104188058983
为了		1162		0.00083923586703
为什么		1165		3.33666256257e-05
主要		1208		0.00251249216029
之一		1239		0.0117668910283
之后		1253		0.00168411159728
也许		1337		0.00328095397936
书上		1347		0.00769070079133
买票		1368		0.0224575071629
了解		1398		0.00933996429325
事情		1421		0.0170454377302
事物		1424		0.00907335586893
云端		1510		0.00959825815522
京城		1582		0.00828186964745
亮点		1589		0.00463438746794
亲人		1594		0.01389906646
亲戚		1609		0.0266054968849
人为		1629		0.0167932782493
人员		1649		0.00566055055845
人命		1650		0.00839663912464
人学		1664		0.0112287535815
人才		1682		0.0125533848669
人敢		1685		0.0105520368372
人有		1690		0.0119493149538
人物		1709		0.0064955140907
人用		1717		0.00892154141093
什么		1749		5.96780056246e-05
什么样		1751		0.00774042853864
仁兄		1755		0.00980293568431
仇视		1764		0.0224575071629
今天		1767		0.0151329154497
介绍		1777		0.00703980180935
仔细		1801		0.00326762642152
他们		1804		0.000729977068158
他活		1819		0.0112287535815
仗义		1824		0.00839663912464
以前		1863		0.00468688086783
以后		1865		0.00258334102302
价值观		1877		0.0314869473534
任何人		1881		0.00624124141211
优酷		1919		0.00179300454871
传说		1965		0.00408584369958
伤害		1978		0.0473140359545
估计		1994		0.00168411159728
但是		2010		0.000343555169758
低调		2028		0.00558816614989
作为		2081		0.00706948402346
作案		2094		0.0282299192411
作用		2096		0.00573523326487
你们		2101		0.00113977504977
依然		2146		0.00381925976439
侦察		2153		0.0092356483294
侦查		2156		0.0181467117379
保住		2187		0.00959825815522
信任		2214		0.0204770969166
做个		2316		0.0067661436984
做到		2323		0.0311712212758
做点		2335		0.00980293568431
偶像		2357		0.0421973448286
偷情		2368		0.0518668768396
儿女		2417		0.0127735827972
儿童		2424		0.0148857208854
兄弟		2436		0.00247424241239
充满		2442		0.0062887643954
全面		2552		0.00817244025807
公务员		2592		0.0170345934684
公平		2604		0.00566055055845
六七		2617		0.0211040736743
关系		2663		0.00188940547844
其中		2683		0.0096137703675
其他		2686		0.00128594016114
其余		2688		0.0145820919694
其实		2690		0.00231178122213
具备		2695		0.0181467117379
典型		2697		0.00461074598587
再次		2747		0.00475629597235
写照		2776		0.0172889589465
军人		2781		0.00562407994161
决不		2861		0.0116576299771
凄凉		2883		0.0161357520725
凌乱		2894		0.00665137422122
几个		2911		0.0026604659467
几乎		2912		0.0036258104555
几分钟		2917		0.00633726730274
几年		2941		0.00281013011301
几条		2947		0.00787173683835
几枪		2948		0.00980293568431
几秒钟		2964		0.00980293568431
凶手		2987		0.0136513979444
凶残		2988		0.0300814036526
出来		3032		0.00170699348076
出点		3036		0.00817244025807
击毙		3064		0.0188199461608
初恋		3174		0.015935525458
利用		3190		0.00993105565109
别说		3224		0.0038025172904
到位		3229		0.00302777354292
到处		3231		0.00428198289746
刹那		3259		0.0108661437556
前妻		3288		0.0144373231522
前面		3306		0.00220562683091
力度		3366		0.0105520368372
办事处		3372		0.0112287535815
办成		3375		0.0116576299771
办法		3377		0.00287670930265
加上		3387		0.00844281020693
动不动		3405		0.00436525912184
动物		3417		0.00601704254554
劲儿		3434		0.00851729673422
勇敢		3444		0.0117842237927
勺子		3451		0.0100271345509
勾起		3457		0.0105520368372
包括		3472		0.00956290916585
匕首		3479		0.020549949799
北京		3492		0.0168062171522
十分		3550		0.0053834886208
十恶不赦		3564		0.0466305199085
十足		3568		0.0116247300329
千古		3579		0.00752260732257
半年		3606		0.00769070079133
华子		3625		0.0233152599542
卖命		3659		0.0490146784215
卫生巾		3721		0.0105520368372
印象		3727		0.00445159202842
危害		3728		0.0100271345509
历史		3751		0.00265148747122
厉害		3759		0.00117417055501
原因		3785		0.00904740745712
原来		3794		0.000925784490642
发出		3909		0.0161357520725
发泄		3931		0.00959825815522
发现		3934		0.00132261231394
取个		3962		0.0100271345509
变态		4011		0.0170221351915
只不过		4090		0.00656190795871
只是		4098		0.00190173221337
只有		4099		0.00623006060911
只能		4105		0.00380649718085
只要		4107		0.00213889022257
可乐		4129		0.00736572869111
可以		4131		0.000133276647939
可恨		4146		0.00478145458292
可惜		4149		0.000990508149697
可能		4168		0.00184055961119
叶子		4199		0.00736572869111
合格		4276		0.00851729673422
合理		4278		0.0125775287908
同伙		4301		0.0116576299771
同情		4311		0.00525630588174
名言		4353		0.0196058713686
后来		4373		0.00153951086015
后面		4387		0.000858017854995
呵呵		4534		0.000547482801118
和平		4560		0.00701398404703
和文		4561		0.0108661437556
哈哈		4604		0.000120291372761
哈哈哈哈		4606		0.0053217948362
哎呀		4613		0.00364133729515
哎呀呀		4614		0.00980293568431
哥们		4618		0.00956290916585
哨兵		4626		0.0102749748995
哪个		4630		0.00155871347834
哪儿		4636		0.00836373918043
商场		4706		0.00940997308038
喜欢		4751		2.32081132985e-05
喝酒		4764		0.00522555632407
喷子		4770		0.00624124141211
嘎嘎		4782		0.0115469660255
四川		4831		0.0376130366129
回忆		4863		0.00256119592215
回想		4865		0.00839663912464
回来		4869		0.00540681903335
回顾		4878		0.00412378496833
因为		4880		0.00142471881222
国家		4925		0.00686553687471
土豆		4974		0.00410022671951
坐火车		5062		0.0449150143258
坚定		5076		0.0188199461608
培训		5107		0.00940997308038
堂堂		5121		0.00769070079133
塑料		5128		0.00806787603623
墙上		5135		0.0150452146451
士兵		5144		0.00555279243569
处理		5161		0.00488486937515
处长		5163		0.0267646242328
外面		5220		0.00451848680167
多一些		5221		0.0092356483294
多好		5245		0.00376938564881
多少		5247		0.00103638342595
大事		5311		0.00638679139859
大侠		5324		0.0447053291991
大哥		5349		0.0235618236986
大多		5366		0.00573523326487
大字		5384		0.0112287535815
大案		5433		0.0196058713686
大爷		5458		0.00488486937515
大陆		5524		0.00326762642152
天眼		5608		0.0105520368372
太好了		5669		0.00461884389548
太对		5675		0.00744286044269
太有		5701		0.0040117491436
太棒了		5704		0.00387021426932
太空		5735		0.0196058713686
奇侠		5829		0.0102749748995
奈何		5848		0.00828186964745
女人		5902		0.00487922015532
好久好久		5995		0.0116576299771
好人		6004		0.00220562683091
好几遍		6018		0.00350515284592
好多		6035		0.000806109260553
好好		6044		0.00748501437191
好手		6080		0.0112287535815
好样		6085		0.0241629686007
好汉		6092		0.0239032881869
好看		6107		1.99207721685e-05
好长时间		6141		0.0105520368372
好难		6142		0.00940997308038
好骚		6146		0.0100271345509
如何		6148		0.00734540372405
如果		6160		0.000652890108691
如此		6163		0.00472617817827
妇女		6178		0.0133027484424
妹子		6219		0.00447367958662
姐妹		6230		0.0094628071909
娘娘腔		6286		0.0214453146662
嫌疑		6340		0.00864447947327
子弹		6357		0.0133547760853
孤胆		6407		0.0233152599542
学习		6409		0.00436525912184
孩子		6435		0.00584359543186
安宁		6471		0.0100271345509
安排		6478		0.0117668910283
定位		6532		0.00787173683835
宝哥		6543		0.0108661437556
宝山		6546		0.901889931718
实在		6562		0.00181244513559
宠物		6586		0.0181467117379
客观		6603		0.0220971860733
害怕		6629		0.00531903780378
家中		6636		0.0211040736743
家人		6640		0.0132240885912
家属		6651		0.0178430828219
家里		6658		0.00299204160019
对象		6736		0.0263840930071
射击		6765		0.0087789336483
射程		6769		0.0224575071629
尊严		6780		0.00752260732257
小子		6862		0.0156766689722
小宝		6870		0.0127735827972
小屁孩		6880		0.00729104598469
小时候		6907		0.00612661930736
小朋友		6914		0.00638679139859
小雪		7014		0.0331274785898
尝试		7068		0.00806787603623
就是		7077		0.0
就算		7081		0.00148905728707
就要		7085		0.00598408320037
尼玛		7101		0.00384165700396
居然		7124		0.000583608198223
属于		7140		0.00364133729515
岁月		7171		0.0048585863345
工作		7199		0.0066156755763
工作人员		7200		0.0245173207742
工资		7209		0.00648908176074
左右		7212		0.00373671418381
差不多		7234		0.00177393161207
差劲		7239		0.012371354905
差点		7248		0.012145514096
已经		7260		0.000656921612057
希望		7318		0.0037537914556
带头		7336		0.020549949799
常人		7356		0.0087789336483
干嘛		7374		0.0031561482891
干掉		7381		0.00597465747692
年代		7419		0.0205473658561
幽默		7465		0.0043025271998
广告		7469		0.000596380940911
应是		7495		0.0224575071629
应该		7498		0.000650897862677
建国		7535		0.00839663912464
开始		7555		0.000706482726173
开车		7584		0.0156766689722
弄死		7600		0.00548360192804
弄清楚		7602		0.0087789336483
引起		7612		0.00736572869111
弟弟		7620		0.00734540372405
当作		7728		0.0092356483294
当兵		7730		0.0657212322462
当官		7742		0.00601704254554
当年		7749		0.00219718047474
当时		7754		0.0106859100819
当过兵		7762		0.0263368009449
录像		7766		0.020549949799
影响		7787		0.00368854237754
影子		7789		0.00478145458292
影片		7792		0.00597465747692
很多		7836		0.00228361774231
很大		7840		0.0150775425952
得到		7900		0.021754862733
心态		7956		0.0740687420105
心爱		7972		0.0129781635215
心狠		7973		0.0100271345509
心狠手辣		7974		0.0178430828219
心理素质		7979		0.0105520368372
心里		8007		0.0112415980598
必须		8021		0.00294522796233
