term		index		tf-idf
一个		16		0.0
一仆二主		36		0.0154578218583
一出		53		0.0101691351676
一分钱		59		0.0126914939589
一天		115		0.00847921457324
一家人		129		0.00687469027829
一小		133		0.010478245505
一支		176		0.012297354679
一旦		185		0.0097100168324
一样		209		0.000123676897039
一比		227		0.0117815177622
一点		234		0.00107925034481
一片		237		0.00832472291504
一生		244		0.00526988711205
一百		248		0.0114770974273
一般		296		0.0129196205331
一起		312		0.00194407374446
一辈子		323		0.00520228246532
一部		330		0.00194422944579
一集		338		0.00149636475831
一颗		343		0.0084401245646
万一		375		0.010478245505
上头		485		0.0165837643536
下面		584		0.0114660500935
不久		591		0.00946202812484
不会		605		0.000316111319803
不假		616		0.0117815177622
不关		626		0.0154578218583
不到		634		0.00202204378859
不变		647		0.00988617941045
不喜		669		0.0103720043215
不多		678		0.0291300504972
不如		693		0.00705930900891
不必		727		0.0189240562497
不忍		728		0.00761221858691
不怎么		732		0.00745710847894
不怎么样		733		0.00548130369387
不想		739		0.00296331130489
不明		766		0.0117815177622
不是		769		0.000108478203352
不是太好		770		0.0146168443163
不會		773		0.0142642747162
不爽		803		0.00589367907455
不用		807		0.0122216541557
不看		819		0.00585542099658
不能		851		0.000244365192107
不行		863		0.00194530960909
不要		865		0.00091795943371
不要脸		868		0.0160528002214
不过		899		0.000995063051966
不进		901		0.0129074602576
不通		906		0.0109405402203
不配		910		0.00573302504677
不错		914		0.000457635701817
不顾一切		924		0.0146168443163
丑女		939		0.00832472291504
世界		974		0.00252353727917
东方		993		0.0692032558731
两下		1017		0.0121164286607
两个		1018		0.00373806107572
两边		1060		0.0465033883216
为了		1162		0.00119386958441
为什么		1165		0.000379730190605
主角		1212		0.0072199983912
主题曲		1215		0.0132534031415
之前		1250		0.0118241559614
九尾		1324		0.0154578218583
也好		1334		0.00380114528983
二三		1428		0.0146168443163
五个		1520		0.0103720043215
五十		1523		0.0126914939589
亲姐妹		1603		0.043850532949
亲生		1616		0.00849935294614
人丑		1627		0.0682708456882
人品		1652		0.0775894552459
人家		1665		0.00845656611414
人死		1699		0.0209564910099
什么		1749		7.07466543597e-05
什么样		1751		0.0110112812924
从来		1791		0.0177636627814
他哥		1808		0.151136012045
他妈		1809		0.0267828009019
他爸		1821		0.0270455695886
以为		1862		0.00226698399852
以前		1863		0.00296329063333
价值观		1877		0.0111980761988
优酷		1919		0.00127533490852
传奇		1957		0.00592122092712
传闻		1970		0.0663350574145
伤害		1978		0.00673074050582
似的		2007		0.00244433083115
但是		2010		0.000488730384214
住院		2031		0.0136541691376
你们		2101		0.000810703413932
你好		2108		0.00420631033332
保安		2197		0.0103720043215
修饰		2237		0.0331675287073
倒霉		2256		0.0069116665241
倾城		2276		0.00862105058288
倾诉		2280		0.0300219671926
假发		2285		0.0203382703352
做作		2320		0.00427323888827
做到		2323		0.00739052719502
傻乎乎		2387		0.0235630355245
傻傻		2390		0.0201442674069
儿媳		2419		0.0113346795002
兄妹		2435		0.00887858656139
光头		2469		0.0183152155799
八十年代		2560		0.0139453367178
公交车		2584		0.0126914939589
公司		2593		0.00639582960738
其他人		2687		0.0132534031415
其实		2690		0.000939618457126
其實		2691		0.0131383322209
农村		2810		0.00714253848745
冬天		2821		0.00770517779224
几分		2916		0.0711839461732
几度		2942		0.0154578218583
出丑		2993		0.0165837643536
出名		3012		0.0200871006764
出来		3032		0.000539625172406
出生		3041		0.00676615158968
出自		3048		0.0133863209285
分钟		3105		0.00265638559666
刘凯威		3120		0.0463734655749
刘恺威		3129		0.146168443163
利益		3191		0.00838192629427
别人		3196		0.00752605474019
到位		3229		0.00430721193334
刺痛		3264		0.0300219671926
剧情		3325		0.00485657436804
办法		3377		0.00409231287
加拿大		3394		0.012297354679
加油		3395		0.012891966237
努力		3426		0.00557973185436
势利		3439		0.0292336886327
勇气		3445		0.00789922149175
化妆		3481		0.0175177986905
北京		3492		0.0478159532385
医院		3516		0.00639582960738
十分钟		3552		0.00997786504156
千里		3588		0.0126914939589
博士		3678		0.0718832283521
危险		3731		0.0387632203303
原来		3794		0.0105359266782
厲害		3812		0.0165837643536
双眼		3855		0.0253829879179
反派		3888		0.0072642361242
反而		3893		0.0158096613361
发光		3908		0.00988617941045
叔叔		3961		0.0154103555845
受不了		3972		0.0138119265466
受伤		3976		0.00615011808003
变成		4015		0.00721625921779
变脸		4021		0.0133863209285
只是		4098		0.00541068449626
只有		4099		0.000984742346173
只能		4105		0.0036099991956
可以		4131		0.000455028034536
可爱		4158		0.00848392083853
可疑		4160		0.069726683589
可真		4162		0.00915760778994
同事		4300		0.00938328764023
同意		4313		0.00308176806795
同感		4314		0.0110464450304
后台		4363		0.0238895701577
后来		4373		0.00876023183946
后面		4387		0.00488235291269
听见		4442		0.0156992910604
吵架		4469		0.009542666152
告诉		4500		0.00681806174798
呵呵		4534		0.000259610394772
和谐		4566		0.0084401245646
哈哈		4604		0.000114081723504
哥哥		4621		0.00690596327329
哪个		4630		0.00221737497848
哪個		4634		0.0331675287073
哪里		4654		0.0206180466388
唧唧		4690		0.00862105058288
唱歌		4701		0.00756668977306
啥事		4716		0.0110668312911
善良		4734		0.0150876785404
喜剧		4744		0.00586636205593
喜欢		4751		0.000113194646976
嘿嘿		4801		0.00395122946585
四个		4811		0.00624015892556
因为		4880		0.00202675853483
国字		4923		0.0479209763251
圆圆的		4955		0.0139453367178
土豪		4977		0.019085332304
坏人		5048		0.014742974561
坏蛋		5057		0.00770517779224
坐在		5061		0.0431052529144
坐车		5066		0.069726683589
垃圾		5085		0.0011268852524
声音		5151		0.0017568503326
处理		5161		0.00694905592087
夏天		5177		0.00636411073295
外面		5220		0.0128557040326
多少		5247		0.00294865054898
多年		5253		0.00442890957009
大声		5365		0.00988617941045
大学		5385		0.00694905592087
大家		5392		0.00680480306028
大山		5401		0.0131383322209
大爱		5452		0.00223571100352
大结局		5481		0.00770517779224
大部分		5514		0.00722317651462
天使		5548		0.00573302504677
天然		5596		0.0698450552909
天生一对		5602		0.0622320259293
天真		5606		0.0148674121352
太假		5646		0.0247075815312
太太		5667		0.00718261460953
太帅		5680		0.0037429470195
太狠		5723		0.00946202812484
太能		5745		0.0288758863244
