term		index		tf-idf
一下		8		0.00311726304653
一个		16		0.0
一会		44		0.00913078632739
一分钟		58		0.037484086377
一切		60		0.00352693722634
一场		103		0.00631979476731
一家		127		0.0279991016556
一样		209		0.000317276123659
一次		218		0.0085293689622
一点		234		0.00023072239983
一秒		266		0.00759226553278
一起		312		0.00221655762903
一遍		328		0.0210688433645
一部		330		0.00581892977837
三口		424		0.0662246394412
三角		465		0.0121976803999
下去		544		0.00209019854587
下载		575		0.00640134495522
不会		605		0.000270313417712
不好		689		0.00158759973825
不怎么		732		0.0191301894578
不是		769		2.01656491808e-05
不能		851		0.000208961799563
不要		865		0.00235489907798
不论		880		0.00837756797875
不过		899		0.000567266186658
不错		914		0.000782667768445
专门		964		0.0326525071737
世界		974		0.00215792964036
东北		987		0.00566663146027
丝袜		1007		0.00981430665921
两人		1019		0.00464600427308
两周		1030		0.0731860823991
两部		1063		0.00998655797961
个人		1080		0.0223308852361
中国		1107		0.00292480055801
中毒		1138		0.00783086243577
为什么		1165		0.000324715248081
为啥		1167		0.00487332733993
主君		1188		0.231345968349
主宰		1192		0.1283620682
主帅		1193		0.00946347948375
主演		1204		0.00250354663464
主角		1212		0.00771746501445
久久		1231		0.0207220244044
之一		1239		0.00954269140636
之前		1250		0.0101110836888
之后		1253		0.00204866653749
之外		1259		0.00770907788013
之王		1279		0.00905399568341
之类		1282		0.0396664202219
九尾狐		1325		0.170767525598
也好		1334		0.0292539513498
交往		1559		0.0106792849293
人演		1707		0.0104677665246
人物		1709		0.00197539497723
什么		1749		0.000177457712791
仁显		1758		0.0238498996599
今天		1767		0.00306811590818
从来不		1792		0.00702325277739
从此		1793		0.00809117864716
仓促		1798		0.0409782316514
仔细听		1802		0.0136594105505
他们		1804		0.00266397950424
以前		1863		0.00443445091977
伤感		1980		0.00823079195295
估计		1994		0.00204866653749
但是		2010		0.00208961799563
你们		2101		0.00554599590315
保证		2205		0.00770907788013
像是		2410		0.00368318723682
公主		2582		0.0112265682997
兵器		2676		0.0114469237072
其他		2686		0.00312860808226
其实		2690		0.00080348744439
写信		2769		0.0476997993199
几次		2950		0.0048361372669
几遍		2967		0.0198811795567
出不来		2992		0.01192494983
出彩		3027		0.0531458587295
出来		3032		0.00046144479966
分手		3093		0.08411565606
刑警		3112		0.0187109706821
别人		3196		0.00128713744258
别扭		3206		0.00742507252964
剧情		3325		0.00159729175909
剧慌		3326		0.382890364829
剧评		3348		0.0819564633029
剧里		3351		0.00323791602043
动作		3407		0.00435475256963
包围		3467		0.13569530945
包子		3468		0.00770907788013
匹诺		3505		0.339137787529
卡哇伊		3693		0.00994150560652
原因		3785		0.00366862483824
原来		3794		0.00563093238586
原版		3797		0.0536991718594
去年		3814		0.00759226553278
叉子		3839		0.0141811246233
反正		3887		0.00372732443802
发光		3908		0.00845387930499
发现		3934		0.000804457256284
发音		3959		0.0189269589675
取向		3967		0.185056306219
古代		4061		0.00824858040052
古装		4077		0.0049932789898
古装剧		4078		0.0122154688474
只要		4107		0.00260188982335
可以		4131		6.48506688756e-05
可惜		4149		0.00963936548944
可爱		4158		0.00870573431748
可能		4168		0.000746326805538
同感		4314		0.00524780375823
后悔		4368		0.00541521573862
后来		4373		0.00187276448211
后面		4387		0.00208750117384
听到		4436		0.00811391512171
听见		4442		0.181234705026
呵呵		4534		0.000443996584041
咱们		4579		0.00610773442371
品格		4592		0.0228938474144
哈哈		4604		4.87768369035e-05
哈哈哈		4605		0.000653680057412
啊啊啊		4713		0.00297542747631
喜欢		4751		0.000137126414429
噩梦		4803		0.0110374399069
回味		4854		0.0108304314772
回归		4862		0.00816013391498
因为		4880		0.0051993711592
土豆		4974		0.00748168704195
在于		4989		0.0166064779815
坏人		5048		0.00630351333721
城市猎人		5100		0.262893145851
基础		5119		0.00886931837312
塑造		5129		0.00662944849653
声音		5151		0.0435672671425
复杂		5174		0.00610773442371
多少		5247		0.00756435873316
多次		5264		0.00528453069325
大家		5392		0.000831275682624
大概		5434		0.0328152480212
大爱		5452		0.00191180335698
大王		5465		0.00957570975623
大红		5478		0.0306427085292
大红大紫		5479		0.024998340115
大赞		5510		0.00643202503979
太丑		5636		0.00316390745181
太棒了		5704		0.00470798875757
太萌		5752		0.0108527625966
太阳		5770		0.135380393466
奇怪		5837		0.00532512009926
女主		5870		0.0504589348766
女主好		5880		0.0150712004258
女主角		5895		0.00210698161536
女二		5899		0.0315750207617
女人		5902		0.000593541133343
女儿		5910		0.015313774631
女友		5914		0.0895177325742
好几回		6016		0.011675966327
好剧		6021		0.0100796171079
好多		6035		0.00098060548382
好多遍		6039		0.0207364668042
好好		6044		0.00227631863903
好帅		6057		0.0299425506396
好感		6077		0.0109384160071
好瘦		6105		0.0100746228706
好看		6107		0.0014903274187
如何		6148		0.00446772139035
妈咪		6182		0.0283904384513
娘娘		6285		0.0236812655713
学校		6422		0.0628334197951
守卫		6454		0.0114469237072
完全		6499		0.00132403667392
完后		6501		0.00925141914014
家门		6661		0.0196286133184
对象		6736		0.0802384600775
小女孩		6845		0.036852026136
就是		7077		0.0
屁事		7114		0.00905399568341
屋塔房		7126		0.15502434779
崛起		7191		0.0310830366066
左岸		7214		0.027318821101
左脚		7217		0.0121976803999
巩固		7229		0.027318821101
巴黎		7267		0.00795806138307
帅哥		7286		0.00362537708589
年代		7419		0.00555448818514
应该		7498		0.000131965984592
开始		7555		0.000859413071417
异乡人		7589		0.288340693092
强加		7687		0.013218307587
强烈推荐		7705		0.085383762799
很多		7836		0.000694486526406
很帅		7844		0.00302139641903
很美		7868		0.00957570975623
微博		7921		0.0063941237553
微笑		7926		0.0100328983971
心塞		7945		0.0112348633636
忧郁		8056		0.00869584070588
怎么		8099		0.0
总之		8158		0.00654883738715
恋人		8190		0.00935548534105
恋爱		8194		0.0385921502388
恨不得		8204		0.0179203348734
想不通		8340		0.00770907788013
想法		8357		0.00472895225898
意思		8382		0.00170705209818
感人		8397		0.00417585024646
感动		8402		0.00952833015263
感觉		8420		0.000326111570186
戏份		8476		0.00475007047399
成功		8509		0.00863613220746
我刚		8541		0.0424233087598
戴帽子		8643		0.051805061011
所以		8656		0.00514854977032
找到		8858		0.00613623181635
折腾		8916		0.0167551359575
拥抱		9066		0.0283904384513
掐死		9215		0.0183020102959
推荐		9262		0.112265682997
插曲		9296		0.00569598048827
搞笑		9334		0.000575015056978
撕心裂肺		9387		0.0238498996599
支持		9413		0.000880191491634
收视率		9430		0.00647043508154
故事		9507		0.00575902635938
整容		9597		0.0167034009858
文字		9618		0.00946347948375
新剧		9671		0.028670243698
新年		9678		0.0141811246233
旅行		9720		0.0217055251931
无关		9736		0.00837756797875
时候		9894		0.00034022420181
时间		9916		0.00292346030126
星星		9965		0.0764229934504
昨晚		9994		0.00994150560652
是不是		9998		0.00246620598886
昵称		10005		0.00776932231887
晨晨		10029		0.0220748798137
晨曦		10030		0.0207220244044
更好		10090		0.00262197064362
更新		10097		0.00383303849681
最佳		10124		0.01690775861
最后		10131		0.000593541133343
最爱		10156		0.0335494620921
最牛		10158		0.0220748798137
月亮		10177		0.0236812655713
有没有		10248		0.00310082642435
有点		10250		0.000289311213837
有病		10258		0.00375713205281
朝鲜		10307		0.00981430665921
未生		10339		0.0624958502875
李准		10454		0.0770172409201
李弘基		10468		0.013218307587
来看		10531		0.00685857430877
来自		10532		0.0612038538484
来袭		10533		0.0141811246233
根本		10697		0.00168518061479
梦见		10751		0.0112348633636
欧尼		10838		0.011675966327
歌曲		10863		0.012284008712
武侠		10920		0.0140465055548
武打		10937		0.00845387930499
毁掉		11025		0.0583798316352
每次		11052		0.00312860808226
比不上		11073		0.0270191597065
比较		11103		0.007573928979
气质		11164		0.00474261669237
永远都是		11210		0.0329231678118
汉字		11224		0.051805061011
汉语		11230		0.00837756797875
没人		11288		0.00271412009583
没关系		11298		0.027906892853
没有		11350		6.45300773785e-05
没话说		11385		0.00795806138307
没道理		11393		0.0121976803999
治愈		11420		0.0238498996599
注意		11467		0.00377215311168
泪流满面		11473		0.0213585698587
流泪		11561		0.0331472424826
温暖		11773		0.0180219612946
温馨		11778		0.00658885909052
漂亮		11848		0.00239455344555
演员		11872		0.00170701045386
演女		11882		0.0387700884143
演技		11893		0.0066229501006
演绎		11902		0.00581648272026
爱女		12156		0.0124991700575
爱情		12165		0.0256901517217
特别		12297		0.00174942985018
特地来		12300		0.0819564633029
特色		12326		0.0594042300191
玉米		12463		0.010515725834
王世子		12467		0.140111595924
玩意儿		12523		0.0132588969931
玫瑰		12530		0.0527492014902
现在		12543		0.00012176821803
现实		12545		0.00532106348807
甜甜		12617		0.0228938474144
用户		12675		0.00841143338672
电视剧		12712		0.00015863806183
男主		12724		0.0121320199004
男主太		12728		0.02567241364
男主角		12737		0.00577129480332
男主长		12738		0.0108527625966
男人		12745		0.00277315649916
男女		12755		0.0156440539555
男猪		12770		0.00969252210358
疯狂		12831		0.00624734772951
百看不厌		12946		0.00414137386381
的话		12953		0.00107292010704
皇后		12960		0.0207928144625
看来		13160		0.00441960248927
看看		13176		0.00690854935701
看着		13178		0.000915890604993
看起来		13189		0.0051638978805
看过		13193		0.0059706144443
真实		13245		0.00225375764116
真心		13259		0.00196121096764
真理		13303		0.00861289271997
真的		13305		0.000453954682129
眼睛		13368		0.00176620676589
着迷		13386		0.00886931837312
知道		13436		0.00020598021234
短发		13441		0.0145359498334
確實		13515		0.01283620682
神经		13582		0.0594228342412
秘密		13673		0.112903385058
稀饭		13706		0.000613447336369
穿来穿去		13749		0.0136594105505
穿越		13755		0.00821461584807
笑容		13822		0.00675478992663
第一次		13857		0.00722541381901
第一眼		13859		0.0065093677249
第一部		13863		0.00722221042038
第一集		13864		0.00146845519519
第三遍		13874		0.00635671792664
第二次		13884		0.00581648272026
第二遍		13888		0.00494749393072
简单		13933		0.00365413617364
算是		13947		0.00798234587234
类似		13975		0.005111053026
粉红色		13980		0.0108527625966
精彩		13999		0.0052037796467
紫水晶		14048		0.0749950203449
紫色		14051		0.00789375519042
红叶		14074		0.0124991700575
绅士		14153		0.0196286133184
结婚		14196		0.00839579612306
结局		14202		0.0022983998125
绝对		14223		0.0111365142986
继承者		14247		0.131718976703
继续		14250		0.0032130332102
美人		14353		0.00684150884013
美女		14368		0.0101201681473
翻拍		14428		0.113719530511
翻译		14435		0.00575559733513
而言		14600		0.00957570975623
耐看		14608		0.0106721814789
肉肉		14650		0.01283620682
肯定		14677		0.00368876696026
胜过		14719		0.0112348633636
脑残剧		14794		0.0210314516681
腾讯		14850		0.00711392503855
