term		index		tf-idf
一个		16		0.0
一切		60		0.00404027162786
一半		76		0.00518465715132
一天		115		0.0290712736527
一天天		117		0.0151421898619
一定		126		0.00446262961824
一度		148		0.0131129867396
一时		187		0.00986647163167
一样		209		0.000181727322937
一点		234		0.0013215165257
一生		244		0.0103245634389
一百		248		0.0112427475165
一百倍		251		0.0267507315564
一看		260		0.00593829007315
一种		265		0.020217267311
一群		286		0.00798621103713
一起		312		0.00126958524144
一辈子		323		0.00509605748646
一边		324		0.0230933461002
一部		330		0.000952265192122
一集		338		0.00146581060907
下场		547		0.00977412783386
不了		597		0.00137326625523
不会		605		0.00185794001218
不值		614		0.00926882374882
不像		618		0.0073613597779
不喜		669		0.0101602192162
不太好		685		0.00809964754794
不好		689		0.00090933489416
不如		693		0.00172879138935
不对劲		703		0.0219388471991
不少		705		0.00444422674948
不带		712		0.00890012226423
不得了		724		0.00826778635354
不想		739		0.00145140184723
不择手段		750		0.112427475165
不敢恭维		762		0.00951174879531
不是		769		8.77826400226e-05
不有		774		0.0162451418298
不来		778		0.00904266594115
不然		799		0.00382574727923
不管		835		0.00534883721448
不肯		848		0.0103717757167
不能		851		0.00167562863508
不行		863		0.00190558849178
不要		865		0.0112401961918
不要脸		868		0.00393125485266
不论		880		0.00959689612911
不该		883		0.00591051085097
不过		899		0.00129965992152
不配		910		0.033695777272
不错		914		0.00112072818991
不顾		923		0.0262905589913
世上		966		0.00707568706595
东西		1002		0.00662325284929
丢人		1011		0.0150956927981
两个		1018		0.00640803434825
两句		1026		0.0704154506097
两年		1042		0.00768936426212
个样		1087		0.0151421898619
中国		1107		0.00446732786488
为了		1162		0.00409322220758
为什么		1165		0.000697455958118
之前		1250		0.00193045324848
之泪		1276		0.0162451418298
也罢		1336		0.0113884598627
了不起		1397		0.00736818565523
了解		1398		0.00433847602892
事业		1410		0.00838486980117
事情		1421		0.00890743510973
事物		1424		0.0126439038855
亲爹		1614		0.0108408585709
亲生		1616		0.0416290267781
人们		1634		0.00591051085097
人家		1665		0.00552259478962
人心		1675		0.00645811214276
人情		1678		0.0117008854923
人渣		1706		0.0337800722332
人生		1714		0.00362440403398
人要		1727		0.0105979335244
什么		1749		0.000101643056868
