term		index		tf-idf
一一		1		0.00745385972329
一下		8		0.00337439241038
一个		16		0.0
一个月		25		0.00760257011179
一切		60		0.00381785881742
一副		67		0.00487810340391
一口		81		0.00646743713872
一句		83		0.00243966022938
一号		87		0.0512204021108
一声		110		0.00750264085997
一套		120		0.0980797207308
一定		126		0.00281131095566
一样		209		0.000114482280095
一次		218		0.00923291921847
一点		234		0.000999014716779
一直		259		0.00074621555186
一脸		293		0.00636359932088
一行		301		0.0115601723293
一起		312		0.00059984793783
一遍		328		0.00651620568458
一部		330		0.00629890778787
一集		338		0.001385119238
三个		405		0.00325810284229
三角恋		466		0.0115601723293
上学		486		0.00803802806855
上海		508		0.0294341733452
上班		512		0.0144417046109
上课		523		0.0405087132641
上集		533		0.00890971390057
上面		534		0.00843309895618
下去		544		0.00226260986131
下载		575		0.00346468191979
不上		585		0.010127178316
不了		597		0.00129766935595
不会		605		0.00058522077318
不到		634		0.0018717172642
不够		679		0.00283824550831
不太好		685		0.0153075405107
不如		693		0.00326724639195
不帅		711		0.00717628264208
不必		727		0.00875858450518
不是		769		5.23896604401e-05
不火		792		0.0119478699409
不用		807		0.00678782958392
不管		835		0.00252719460511
不能		851		0.000678594427206
不要		865		0.00042485739666
不过		899		0.000921086231581
不错		914		0.00148264655307
不靠		920		0.023769873948
世界		974		0.00233592779687
东西		1002		0.00521554130921
两个		1018		0.00519023882384
两人		1019		0.00502923279929
两口子		1025		0.0103655680778
两遍		1061		0.007923291316
个人		1080		0.00161152413795
个性		1086		0.00502923279929
丫丫		1091		0.0102440804222
中原		1106		0.0115601723293
中国		1107		0.00316605453485
为了		1162		0.00110511272057
为什么		1165		0.000131812344551
主演		1204		0.0162603193317
主角		1212		0.0167080897463
举行		1228		0.0138950092517
之前		1250		0.00364836755306
之地		1254		0.0126390656065
习惯		1339		0.0044096597041
二号		1451		0.0499264163573
交流		1566		0.0192018191322
亮点		1589		0.0122051993822
亲亲		1593		0.0100145281504
人品		1652		0.00798012847324
人家		1665		0.00217440900375
人心		1675		0.00610259969109
人才		1682		0.00413260021637
人演		1707		0.00566560334932
人类		1720		0.00680162731567
人送		1734		0.0307017268579
什么		1749		7.42186856235e-05
介绍		1777		0.00927006916108
他们		1804		0.000720929873925
他妈的		1810		0.00281650830921
优秀		1914		0.00692154699453
优酷		1919		0.00118052159868
会毁		1936		0.0153508634289
会火		1938		0.0138950092517
传奇		1957		0.00548101455415
伤心		1979		0.00507380246263
估计		1994		0.00221765205961
似的		2007		0.00226260986131
但是		2010		0.00113099071201
作为		2081		0.00465457747288
作品		2085		0.00423361584722
你们		2101		0.00112564889882
佩服		2121		0.00416590739923
使者		2132		0.0102440804222
依旧		2145		0.00650283796016
修车		2236		0.0153508634289
倒霉		2256		0.00639782661014
值得		2268		0.00684976861634
假到		2284		0.0126390656065
假发		2285		0.00941312248653
假小子		2287		0.0147861154493
假面		2302		0.014308627836
做作		2320		0.0039555498483
傻子		2396		0.0129085123731
儿子		2421		0.00706359505677
兄弟		2436		0.0195486170537
充电		2443		0.0129085866671
全世界		2517		0.00717628264208
全国		2522		0.0078674783076
全部		2547		0.0236700294012
公寓		2602		0.0297174943445
六月		2628		0.0117479594089
关注		2659		0.00639782661014
其实		2690		0.000869763601502
冒险		2767		0.0121615779932
冬天		2821		0.0071323451939
